,geometry,address
2035,POINT (-104.22199652971202 39.709152),"Byers, Arapahoe County, Colorado, 80103, United States"
2036,POINT (-91.48804110467192 48.0635145),"Beaver Island, Lake County, Minnesota, United States"
2037,POINT EMPTY,
2038,POINT EMPTY,
2039,POINT (-83.7364358 32.2617378),"Unadilla, Dooly County, Georgia, United States"
2040,POINT (39.6111216 24.471153),"المدينة المنورة, محافظة المدينة المنورة, منطقة المدينة المنورة, 41419, السعودية"
2041,POINT EMPTY,
2042,POINT EMPTY,
2043,POINT EMPTY,
2044,POINT EMPTY,
2045,POINT (108.0656287 14.3297505),"làng konktu, Đường tránh TP.Kon Tum, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam"
2046,POINT EMPTY,
2047,POINT (38.3189466 38.3488506),"Malatya, Battalgazi, Malatya, Doğu Anadolu Bölgesi, 44100, Türkiye"
2048,POINT EMPTY,
2049,POINT (-68.43818677312292 -34.787093049999996),"Mendoza, Argentina"
2050,POINT EMPTY,
2051,POINT (140.7037389 -2.5387539),"Jayapura, Papua, Indonesia"
2052,POINT EMPTY,
2053,POINT EMPTY,
2054,POINT (-21.9422367 64.145981),"Reykjavíkurborg, Höfuðborgarsvæðið, Ísland"
2055,POINT EMPTY,
2056,POINT (-76.4968019 42.4396039),"City of Ithaca, Tompkins County, New York, United States"
2057,POINT EMPTY,
2058,POINT EMPTY,
2059,POINT EMPTY,
2060,POINT EMPTY,
2061,POINT (38.13152652312604 32.536378799999994),"المفرق, الأردن"
2062,POINT (13.220574 -1.554004),"Moanda, Haut-Ogooué, Gabon"
2063,POINT EMPTY,
2064,POINT (137.5444161 -32.9964155),"Off-camber Picnic, Whyalla Barson, The Corporation of the City of Whyalla, South Australia, 5601, Australia"
2065,POINT (117.5942216 30.1875746),"石台县, 池州市, 安徽省, 236700, 中国"
2066,POINT (-80.0830984 26.3586885),"Boca Raton, Palm Beach County, Florida, United States"
2067,POINT EMPTY,
2068,POINT EMPTY,
2069,POINT EMPTY,
2070,POINT (85.1235252 25.6093239),"Patna, Patna Rural, Patna District, Bihar, 800001, India"
2071,POINT (-67.960052 46.038923),"Linneus, Aroostook County, Maine, United States"
2072,POINT (-77.3383438 25.0782266),"Nassau, New Providence, The Bahamas"
2073,POINT (2.4500537 48.9863555),"Gonesse, Sarcelles, Val-d'Oise, Île-de-France, France métropolitaine, 95500, France"
2074,POINT EMPTY,
2075,POINT EMPTY,
2076,POINT (-46.4241869 -23.8857982),"Cubatão, Região Imediata de Santos, Região Metropolitana da Baixada Santista, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
2077,POINT (-74.88700755838619 40.072587),"Burlington Township, Burlington County, New Jersey, United States"
2078,POINT EMPTY,
2079,POINT EMPTY,
2080,POINT EMPTY,
2081,POINT EMPTY,
2082,POINT EMPTY,
2083,POINT (-98.2963932 26.0704018),"Reynosa, Municipio de Reynosa, Tamaulipas, 88500, México"
2084,POINT (-118.0359938 66.0850119),"Port Radium, Sahtu Region, Northwest Territories, Canada"
2085,POINT (-90.5629034 38.2322766),"Hillsboro, Jefferson County, Missouri, United States"
2086,POINT EMPTY,
2087,POINT (41.68129465 41.649125850000004),"Villa near Batumi, უსუფ ფაღავას ქუჩა, ბარცხანა, თამარის დასახლება, თამარის ადმინისტრაციული ერტეული, ბათუმი, აჭარის ავტონომიური რესპუბლიკა, 6006, საქართველო"
2088,POINT EMPTY,
2089,POINT (16.0461491 -12.6338161),"Chicala-Choloanga, Huambo, Angola"
2090,POINT EMPTY,
2091,POINT (-71.9490529 43.7565057),"Dorchester, Grafton County, New Hampshire, United States"
2092,POINT EMPTY,
2093,POINT EMPTY,
2094,POINT (-155.57460505433366 61.09604365),"Sparrevohn LRRS Airport, Unorganized Borough, Alaska, United States"
2095,POINT (12.4802485 9.2089255),"Yola, Yola North, Adamawa, Nigeria"
2096,POINT (-15.9944823 12.6187699),"Tambacoumba, Communauté rurale d'Adéane, Arrondissement de Niaguis, Département de Ziguinchor, Région de Ziguinchor, Sénégal"
2097,POINT EMPTY,
2098,POINT (33.4875673 3.3842716),"Israel, Kitgum, Northern Region, Uganda"
2099,POINT (20.7410918 -8.4195244),"Lucapa, Lunda Norte, Angola"
2100,POINT EMPTY,
2101,POINT (42.048257 44.2285229),"Черкесский городской округ, Карачаево-Черкесия, Северо-Кавказский федеральный округ, Россия"
2102,POINT (-84.2640904 33.2467807),"Griffin, Spalding County, Georgia, 30224, United States"
2103,POINT EMPTY,
2104,POINT (15.28303990586435 -4.27250705),"Embassy of Democratic Republic of Congo, Avenue Nelson Mandela, Poto-Poto, Brazzaville, Congo"
2105,POINT EMPTY,
2106,POINT EMPTY,
2107,POINT (107.6544753 -2.7422808),"Tanjung Pandan, Belitung, Kepulauan Bangka Belitung, 33411, Indonesia"
2108,POINT EMPTY,
2109,POINT (118.6444046 29.7210903),"璜田乡, 歙县, 黄山市, 安徽省, 中国"
2110,POINT EMPTY,
2111,POINT (106.2704145 45.7630435),"Мандалговь, Сайнцагаан, Дундговь, 48000, Монгол улс ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ"
2112,POINT EMPTY,
2113,POINT (-46.3108391 -23.5427842),"Suzano, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
2114,POINT EMPTY,
2115,POINT EMPTY,
2116,POINT (8.3373597 4.9795999),"Calabar, Calabar Municipal, Cross River, 540221, Nigeria"
2117,POINT (11.2555757 43.7698712),"Firenze, Toscana, Italia"
2118,POINT (119.96659036438382 26.19444425),"馬祖列島, 連江縣, 臺灣"
2119,POINT (79.9626173 14.425872),"Nellore Govt Medical College, Near Andhra Bank, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh, 524004, India"
2120,POINT (-80.8111867 37.3315103),"Narrows, Giles County, Virginia, 24214, United States"
2121,POINT (-75.573553 6.2443382),"Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, Colombia"
2122,POINT (-75.3528156 6.1884654),"Rio Negro, Rionegro, Oriente, Antioquia, Colombia"
2123,POINT EMPTY,
2124,POINT EMPTY,
2125,POINT EMPTY,
2126,POINT (-161.3202778 61.785),"Russian Mission, Kusilvak Census Area, Alaska, United States"
2127,POINT EMPTY,
2128,POINT (-71.92275487815604 63.5885692),"Markham Bay, ᕿᑭᖅᑖᓗᒃ Qikiqtaaluk Region, ᓄᓇᕗᑦ Nunavut, Canada"
2129,POINT EMPTY,
2130,POINT EMPTY,
2131,POINT EMPTY,
2132,POINT EMPTY,
2133,POINT EMPTY,
2134,POINT (5.185228651760729 53.23227915),"Waddenzee, Fryslân, Nederland"
2135,POINT EMPTY,
2136,POINT (18.9582005 -7.2919121),"Kahemba, Kwango, République démocratique du Congo"
2137,POINT (20.7410918 -8.4195244),"Lucapa, Lunda Norte, Angola"
2138,POINT (7.6571645 45.2264672),"San Francesco al Campo, Torino, Piemonte, Italia"
2139,POINT (-80.82236849673265 -1.0321137999999999),"Manta, Manabí, Ecuador"
2140,POINT (-46.6333824 -23.5506507),"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
2141,POINT EMPTY,
2142,POINT (-0.5521714 48.7842759),"Aubusson, Argentan, Orne, Normandie, France métropolitaine, 61100, France"
2143,POINT EMPTY,
2144,POINT EMPTY,
2145,POINT (-91.4098727 39.9356016),"Quincy, Adams County, Illinois, United States"
2146,POINT EMPTY,
2147,POINT (91.4404046 53.7206094),"Абакан, городской округ Абакан, Республика Хакасия, Сибирский федеральный округ, Россия"
2148,POINT (-116.200886 43.6166163),"Boise, Ada County, Idaho, United States"
2149,POINT (35.9208284 56.858675),"городской округ Тверь, Тверская область, Центральный федеральный округ, Россия"
2150,POINT EMPTY,
2151,POINT (104.9224426 11.568271),"រាជធានីភ្នំពេញ, ខណ្ឌដូនពេញ, រាជធានីភ្នំពេញ, 120203, ព្រះរាជាណាចក្រ​កម្ពុជា"
2152,POINT EMPTY,
2153,POINT EMPTY,
2154,POINT (-157.7027319 21.2735166),"Waialeale Street, Portlock, Koko Head, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States"
2155,POINT EMPTY,
2156,POINT (-64.1834193 -31.4166867),"Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina"
2157,POINT (38.9326763 15.3389667),"ኣስመራ Asmara أسمرة, ዞባ ማእከል Maekel zone المنطقة المركزية, ኤርትራ Eritrea إرتريا"
2158,POINT (-97.2698143 19.0302938),"Pico de Orizaba, Chalchicomula de Sesma, Puebla, México"
2159,POINT EMPTY,
2160,POINT (-61.447692 -1.9306533),"Rio Jau, Novo Airão, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
2161,POINT EMPTY,
2162,POINT (76.2454436 9.9674277),"Kochi, Ernakulam district, Kerala, 682001, India"
2163,POINT (-129.9558154 54.9944853),"Ging̱olx, British Columbia, Canada"
2164,POINT (168.3598770926128 -46.718222499999996),"Te Ara a Kewa / Foveaux Strait, Southland, 9240, New Zealand/Aotearoa"
2165,POINT EMPTY,
2166,POINT EMPTY,
2167,POINT EMPTY,
2168,POINT (17.5691241 -11.8775768),Angola
2169,POINT (-154.3171268 60.2036369),"Port Alsworth, Lake and Peninsula, Alaska, 99653, United States"
2170,POINT EMPTY,
2171,POINT (-23.5095095 14.9162811),"Praia, Platô, Praia, 7600, Cabo Verde"
2172,POINT EMPTY,
2173,POINT EMPTY,
2174,POINT EMPTY,
2175,POINT (44.5126233 40.1777112),"Երևան, Հայաստան"
2176,POINT (29.936915043263703 0.42063245),"Rwenzori Mountains, Kasese, Western Region, Uganda"
2177,POINT EMPTY,
2178,POINT (-76.55301414304145 38.9358105),"Edgewater, Anne Arundel County, Maryland, United States"
2179,POINT (-68.1801406 49.2118373),"Baie-Comeau, Manicouagan, Côte-Nord, Québec, Canada"
2180,POINT (99.8443779 10.1164451),"Waterfall near sea, very hard to get, จังหวัดสุราษฎร์ธานี, 84360, ประเทศไทย"
2181,POINT EMPTY,
2182,POINT (-80.6692352 35.0768141),"Indian Trail, Union County, North Carolina, United States"
2183,POINT EMPTY,
2184,POINT (-78.8384807 9.4248279),"Río Sidra, Narganá, Distrito Gaigirgordub, Guna Yala, Panamá"
2185,POINT EMPTY,
2186,POINT (98.5751592 3.355789),"Buah Nabar, Deli Serdang, Sumatera Utara, 20357, Indonesia"
2187,POINT EMPTY,
2188,POINT (-58.0569456 -32.9803448),"Nuevo Berlín, Río Negro, 65002, Uruguay"
2189,POINT EMPTY,
2190,POINT (70.4612956 34.4305303),"Jalal Afghan Travel 2, Bih Sud Road, Police Station Zone # 1, جلال اباد, ننگرهار ولايت, 0039, افغانستان"
2191,POINT (104.2191538 52.3533582),"Иркутск-2, Ленинский административный округ, Иркутск, городской округ Иркутск, Иркутская область, Сибирский федеральный округ, 664020, Россия"
2192,POINT (-95.4547602 52.0196462),"Mishi-baawitigong / Little Grand Rapids, Division No. 19, Manitoba, Canada"
2193,POINT EMPTY,
2194,POINT (22.3118981 40.221209),"Φωτεινά, Δήμος Κατερίνης, Περιφερειακή Ενότητα Πιερίας, Περιφέρεια Κεντρικής Μακεδονίας, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, 601 50, Ελλάς"
2195,POINT (23.536722 38.3279631),"Τανάγρα, Δημοτική Ενότητα Τανάγρας, Δήμος Τανάγρας, Περιφερειακή Ενότητα Βοιωτίας, Περιφέρεια Στερεάς Ελλάδος, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, 320 09, Ελλάς"
2196,POINT EMPTY,
2197,POINT (16.6113382 49.1922443),"Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, Česko"
2198,POINT EMPTY,
2199,POINT EMPTY,
2200,POINT (96.27127293640578 16.9281367),"ရန်ကုန် စီးပွားရေး တက္ကသိုလ်, No. 2 Main Road, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, Yangon, ရန်ကုန်တိုင်းဒေသကြီး, မြန်မာ"
2201,POINT EMPTY,
2202,POINT EMPTY,
2203,POINT (-27.217637988768217 38.72116535),"Ilha Terceira, Açores, Portugal"
2204,POINT EMPTY,
2205,POINT EMPTY,
2206,POINT (39.667169 -4.05052),"Mombasa, Coastal Kenya, 80100, Kenya"
2207,POINT EMPTY,
2208,POINT EMPTY,
2209,POINT (-80.333333 -5),"Piura, Perú"
2210,POINT (-76.63961612438942 -3.37546155),"Andoas, Datem del Marañón, Loreto, Perú"
2211,POINT EMPTY,
2212,POINT EMPTY,
2213,POINT (-96.8293125 32.7684468),"Dallas-Fort Worth Turnpike, Dallas, Dallas County, Texas, 75208, United States"
2214,POINT (-120.183811 39.4004621),"Hobart Mills, Nevada County, California, United States"
2215,POINT EMPTY,
2216,POINT (3.0029271 47.0706778),"Marseilles, Marseilles-lès-Aubigny, Bourges, Cher, Centre-Val de Loire, France métropolitaine, 18320, France"
2217,POINT (-72.900658 41.4989861),"Cheshire, Naugatuck Valley COG, Connecticut, 06410, United States"
2218,POINT (-114.4971396 49.6055374),"Crowsnest Pass (municipality), Alberta, T0K 0M0, Canada"
2219,POINT EMPTY,
2220,POINT (-106.3184436 41.724521),"Elk Mt Medicine Bow, Carbon County, Wyoming, United States"
2221,POINT (122.97715983111425 10.0206654),"Negros, Western Visayas, Philippines"
2222,POINT (-63.132935 46.234953),"Charlottetown, City of Charlottetown, Queens County, Prince Edward Island, Canada"
2223,POINT (-116.334462 32.6906137),"Live Oak Springs, San Diego County, California, 91905, United States"
2224,POINT (147.5061228 -42.8388662),"Public Pick Up and Drop Off, Cambridge, Hobart, City of Clarence, Tasmania, 7170, Australia"
2225,POINT EMPTY,
2226,POINT EMPTY,
2227,POINT EMPTY,
2228,POINT EMPTY,
2229,POINT EMPTY,
2230,POINT (14.2398479 36.0428907),"Ir-Rabat, Għawdex, Malta"
2231,POINT (108.9386562 34.2536566),"Near Wall Bar, 咸宁学巷, 南院门街道, 碑林区, 西安市, 陕西省, 710002, 中国"
2232,POINT EMPTY,
2233,POINT EMPTY,
2234,POINT (-86.8730163 30.8576858),"Munson, Santa Rosa County, Florida, United States"
2235,POINT EMPTY,
2236,POINT (-79.56073999876523 8.7895216),"Taboga, Distrito Taboga, Panamá"
2237,POINT EMPTY,
2238,POINT EMPTY,
2239,POINT (-72.60765 42.2071434),"Holyoke, Hampden County, Massachusetts, United States"
2240,POINT (-75.9279495 40.335345),"Reading, Berks County, Pennsylvania, United States"
2241,POINT (125.3180952 43.8843102),"长春市, 吉林省, 130000, 中国"
2242,POINT (10.6652973 59.9800631),"Voksenkollen, Tomm Murstadbakken, Marka, Oslo, 0790, Norge"
2243,POINT (-72.6703869 -7.6307956),"Cruzeiro do Sul, Região Geográfica Imediata de Cruzeiro do Sul, Região Geográfica Intermediária de Cruzeiro do Sul, Acre, Região Norte, Brasil"
2244,POINT EMPTY,
2245,POINT EMPTY,
2246,POINT EMPTY,
2247,POINT (-81.9498042 28.0394654),"Lakeland, Polk County, Florida, United States"
2248,POINT (-0.8557576 51.2910096),"Elvetham Heath, Fleet, Hart, Hampshire, England, United Kingdom"
2249,POINT (-1.6800198 48.1113387),"Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, France"
2250,POINT (4.4758811 50.9170725),"Melsbroek, Steenokkerzeel, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien"
2251,POINT EMPTY,
2252,POINT EMPTY,
2253,POINT EMPTY,
2254,POINT EMPTY,
2255,POINT (14.5136759 35.8989818),"Valletta, Xlokk, Malta"
2256,POINT (-76.3598708 -6.4877198),"Tarapoto, San Martín, Perú"
2257,POINT (8.447167860541505 48.7822431),"Herrenalb, Bad Herrenalb, Verwaltungsgemeinschaft Bad Herrenalb, Landkreis Calw, Baden-Württemberg, 76332, Deutschland"
2258,POINT (-108.51698421049741 45.7960035),"Rodeway Inn Billings Logan Intl Airport Near St Vincent Hospital, North 27th Street, Billings, Yellowstone County, Montana, 59101, United States"
2259,POINT EMPTY,
2260,POINT EMPTY,
2261,POINT EMPTY,
2262,POINT EMPTY,
2263,POINT EMPTY,
2264,POINT (86.9163367 27.985688),"Himalayas, Khumjung, Khumbupasanglahmu, सोलुखुम्बु, Province #1, नेपाल"
2265,POINT EMPTY,
2266,POINT EMPTY,
2267,POINT EMPTY,
2268,POINT (-2.5519010219545457 53.462259450000005),"White's Farm, Lowton St Mary's, Wigan, Greater Manchester, England, United Kingdom"
2269,POINT EMPTY,
2270,POINT EMPTY,
2271,POINT (117.1140042 36.6507007),"济南市, 山东省, 中国"
2272,POINT (-101.710172 39.350833),"Goodland, Sherman County, Kansas, 67735, United States"
2273,POINT EMPTY,
2274,POINT (-75.5777033 38.9237244),"Harrington, Kent County, Delaware, United States"
2275,POINT (-89.61893098760513 39.069122),"Walshville, Montgomery County, Illinois, United States"
2276,POINT EMPTY,
2277,POINT (-86.8950297 41.7075394),"Michigan City, LaPorte County, Indiana, United States"
2278,POINT (-75.1212927 39.4342818),"Carmel, Deerfield Township, Cumberland County, New Jersey, 08352, United States"
2279,POINT EMPTY,
2280,POINT EMPTY,
2281,POINT EMPTY,
2282,POINT EMPTY,
2283,POINT (-74.1007112 6.5206641),"Puesto de Salud San Juan, Calle 1A, Puerto Araujo, Cimitarra, Santander, Colombia"
2284,POINT (-0.1833059 51.3315798),"Croydon Lane, Mayfield Lavender Farm, London Borough of Sutton, London, Surrey, Greater London, England, SM7 3AS, United Kingdom"
2285,POINT (106.5478767 29.5647398),"重庆市, 渝中区, 重庆市主城都市区, 重庆市, 400014, 中国"
2286,POINT EMPTY,
2287,POINT (-4.9108472 40.2439312),"Pedro Bernardo, Ávila, Castilla y León, España"
2288,POINT (94.733333 16.783333),"ပုသိမ်မြို့, ပုသိမ်, Pathein, ဧရာဝတီတိုင်းဒေသကြီး, 10011, မြန်မာ"
2289,POINT EMPTY,
2290,POINT (107.8748712 30.05518),"重庆市, 中国"
2291,POINT EMPTY,
2292,POINT EMPTY,
2293,POINT EMPTY,
2294,POINT (-75.9211591 6.8308862),"Cordillera, Buriticá, Occidente, Antioquia, Colombia"
2295,POINT (5.5298791 45.0367303),"Résidence les Moucherolles, Les Maréchaux, Les Traverses, Corrençon-en-Vercors, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38250, France"
2296,POINT (79.833117 7.2094282),"Negombo, Gampaha District, Western Province, 11500, ශ්‍රී ලංකාව இலங்கை"
2297,POINT (-123.246718 49.2576166),"Main Mall & Eagles Drive near Rhododendron Wood, Main Mall, Hawthorn Place, University of British Columbia, Electoral Area A, Metro Vancouver Regional District, British Columbia, V6T 1Z4, Canada"
2298,POINT EMPTY,
2299,POINT (-75.30105997051399 39.247595399999994),"Delaware Bay, Cumberland County, New Jersey, United States"
2300,POINT EMPTY,
2301,POINT EMPTY,
2302,POINT EMPTY,
2303,POINT EMPTY,
2304,POINT EMPTY,
2305,POINT EMPTY,
2306,POINT (14.4887901 35.8609142),"Malta Post, Triq Dun G Muscat, Luqa, Ħal Luqa, Nofsinhar, LQA 1311, Malta"
2307,POINT (1.0939658 49.4404591),"Rouen, Seine-Maritime, Normandie, France métropolitaine, France"
2308,POINT (-90.5136642 41.5058344),"Moline, Rock Island County, Illinois, 61265, United States"
2309,POINT EMPTY,
2310,POINT (12.4062467 55.3410225),"Holtug, Stevns Kommune, Region Sjælland, 4660, Danmark"
2311,POINT (-165.39879944316317 64.4989922),"Nome, Alaska, United States"
2312,POINT (-102.9910752 49.1428076),"Estevan, Division No. 1, Saskatchewan, Canada"
2313,POINT (4.351697 50.8465573),"Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
2314,POINT EMPTY,
2315,POINT EMPTY,
2316,POINT EMPTY,
2317,POINT EMPTY,
2318,POINT EMPTY,
2319,POINT (5.930077460807249 52.17957375),"Apeldoorn, Gelderland, Nederland"
2320,POINT EMPTY,
2321,POINT (-105.591101 41.311367),"Laramie, Albany County, Wyoming, United States"
2322,POINT EMPTY,
2323,POINT EMPTY,
2324,POINT (1.4188089 46.0292761),"Saint-Léger-la-Montagne, Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, 87340, France"
2325,POINT EMPTY,
2326,POINT (-58.595568 -34.6225227),"El Palomar, Partido de Morón, Buenos Aires, Argentina"
2327,POINT (59.6059232 36.2974945),"شهر مشهد, بخش مرکزی شهرستان مشهد, شهرستان مشهد, استان خراسان رضوی, ایران"
2328,POINT (135.6453428 34.6871803),"Hair Make Near, 東高野街道, 西石切町一丁目, 東大阪市, 大阪府, 579-8026, 日本"
2329,POINT (-122.8467555 46.4401007),"Toledo, Lewis County, Washington, United States"
2330,POINT EMPTY,
2331,POINT EMPTY,
2332,POINT (-79.7671658 34.1984435),"Florence, Florence County, South Carolina, United States"
2333,POINT (73.8544541 18.521428),"Pune City, Pune, Maharashtra, India"
2334,POINT (-5.3474761 36.1285933),Gibraltar
2335,POINT (-10.2429647 52.2757233),"Brandon Head, Éire / Ireland"
2336,POINT (-86.3533242 36.7853194),"Trammel, Allen County, Kentucky, United States"
2337,POINT (26.0236504 44.9417468),"Ploiești, Prahova, România"
2338,POINT (146.80062 -19.2404603),"Seasonal Burn Off, Ethno-botanical Trail, North Ward, Townsville, Townsville City, Queensland, 4810, Australia"
2339,POINT EMPTY,
2340,POINT (27.919418145633188 36.17262995),"Ρόδος, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
2341,POINT EMPTY,
2342,POINT EMPTY,
2343,POINT (-74.221916 46.318718),"Saint-Donat, Matawinie, Lanaudière, Québec, J0T 2C0, Canada"
2344,POINT (14.855872956440011 57.538006100000004),"Hallö, Vetlanda kommun, Jönköpings län, Sverige"
2345,POINT (121.1121917 14.6708468),"Libya Extension, Twin Rivers Subdivision, Nangka, Marikina, Eastern Manila District, Metro Manila, 1800, Philippines"
2346,POINT (147.17343971106237 -9.40997445),"University of Papua New Guinea, Waigani Campus, 3, Waigani, Port Moresby, National Capital District, Southern Region, 271, Papua Niugini"
2347,POINT (-1.2463444 49.30329),"Carentan, Carentan-les-Marais, Saint-Lô, Manche, Normandie, France métropolitaine, 50500, France"
2348,POINT EMPTY,
2349,POINT (104.718661 28.58689),"宜宾市, 四川省, 644604, 中国"
2350,POINT (150.4260131367603 -22.947057),"Canal Creek, Livingstone Shire, Queensland, Australia"
2351,POINT (-112.8655343 41.2224303),"Lakeside, Box Elder County, Utah, United States"
2352,POINT (-90.0517638 35.1460249),"Memphis, Shelby County, West Tennessee, Tennessee, United States"
2353,POINT EMPTY,
2354,POINT EMPTY,
2355,POINT (142.08709052245882 -5.522593049999999),"New Guinea, Southern Region, Papua Niugini"
2356,POINT EMPTY,
2357,POINT EMPTY,
2358,POINT EMPTY,
2359,POINT (0.1886111 49.3891667),"Barneville-la-Bertran, Lisieux, Calvados, Normandie, France métropolitaine, 14600, France"
2360,POINT EMPTY,
2361,POINT (166.442419 -22.2745264),"Nouméa, Province Sud, Nouvelle-Calédonie, 98800, France"
2362,POINT (-79.1837649 34.815158),"Red Springs, Robeson County, North Carolina, 28377, United States"
2363,POINT EMPTY,
2364,POINT (-3.048310519969391 50.99609075),"Llanfair, Stoke Road, Pattons, Stoke St. Mary, Somerset West and Taunton, Somerset, England, TA3 5BZ, United Kingdom"
2365,POINT (-61.26130538878063 10.443024300000001),"Trinidad, Couva-Tabaquite-Talparo, Trinidad and Tobago"
2366,POINT EMPTY,
2367,POINT EMPTY,
2368,POINT (3.91993 36.5939375),"Tizi Ɛmer, Ain Zaouia, Daïra Draâ El Mizan, Tizi Wezzu ⵜⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, 15056, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
2369,POINT EMPTY,
2370,POINT (-55.343628 49.14219),"Botwood, Newfoundland, Newfoundland and Labrador, A0H 1E0, Canada"
2371,POINT (54.931702 56.27076),"Янаул, городское поселение Янаул, Янаульский район, Башкортостан, Приволжский федеральный округ, Россия"
2372,POINT (10.3588437 44.7969508),"Via Budapest, San Lazzaro, Parma, Emilia-Romagna, 43123, Italia"
2373,POINT (-116.540303 33.8246269),"Palm Springs, Riverside County, California, United States"
2374,POINT (-73.41307765807761 5.5307334),"La Esperanza, Tunja, Centro, Boyacá, RAP (Especial) Central, Colombia"
2375,POINT (8.7876653 61.1529386),Norge
2376,POINT EMPTY,
2377,POINT (-112.092996 40.2621714),"Fairfield, Utah County, Utah, United States"
2378,POINT (16.3515022 48.2171331),"Institut für Orientalistik, 2-4, Tür 4.1, Spitalgasse, Alservorstadt, KG Alsergrund, Alsergrund, Wien, 1090, Österreich"
2379,POINT EMPTY,
2380,POINT EMPTY,
2381,POINT EMPTY,
2382,POINT (-123.2077861 39.1501662),"Ukiah, Mendocino County, California, 95482, United States"
2383,POINT EMPTY,
2384,POINT (-9.1365919 38.7077507),"Lisboa, Portugal"
2385,POINT EMPTY,
2386,POINT (114.1715787 22.2761593),"喜瑪拉雅餐館 Himalaya Restaurant, 1/F A 22-30, 大王東街 Tai Wong Street East, 灣仔南 Wan Chai South, 灣仔 Wan Chai, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国"
2387,POINT (153.014173 -27.571775),"Beatty Road at Archerfield Aerodrome, Beatty Road, Archerfield, Greater Brisbane, Queensland, 4180, Australia"
2388,POINT EMPTY,
2389,POINT (0.839636 49.6348243),"Flamanville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76970, France"
2390,POINT (114.1637681 22.3331324),"桂林街 Kweilin Street, 元洲 Un Chau, 石硤尾 Shek Kip Mei, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 中国"
2391,POINT EMPTY,
2392,POINT EMPTY,
2393,POINT (144.5315217 -37.020796),"Redesdale, City of Greater Bendigo, Victoria, Australia"
2394,POINT EMPTY,
2395,POINT EMPTY,
2396,POINT (-122.2639813 37.7981283),"Friday Nights @ OMCA with Off the Grid, 10th Street, Civic Center, Downtown Oakland, Oakland, Alameda County, California, 94612, United States"
2397,POINT (-51.3998026 -19.1832417),"Lagoa Santa, Região Geográfica Imediata de Rio Verde, Região Geográfica Intermediária de Rio Verde, Goiás, Região Centro-Oeste, Brasil"
2398,POINT EMPTY,
2399,POINT (-80.2258567 39.5128606),"Marion County, West Virginia, United States"
2400,POINT EMPTY,
2401,POINT (153.077332 -27.48719),"Perth Street near Wiles Street stop 34/35, Perth Street, Camp Hill, Greater Brisbane, Queensland, 4170, Australia"
2402,POINT (-96.277263 30.532875),"Sweetwater Drive, Sweetwater, Brazos County, Texas, 77845, United States"
2403,POINT EMPTY,
2404,POINT EMPTY,
2405,POINT (-77.0365427 38.8950368),"Washington, District of Columbia, United States"
2406,POINT (-70.2548596 43.6610277),"Portland, Cumberland County, Maine, United States"
2407,POINT EMPTY,
2408,POINT (-0.7332662 51.1132995),"Hindhead, Waverley, Surrey, England, GU26 6AA, United Kingdom"
2409,POINT (2.7930755 49.6986186),"Roye, Montdidier, Somme, Hauts-de-France, France métropolitaine, 80700, France"
2410,POINT EMPTY,
2411,POINT EMPTY,
2412,POINT EMPTY,
2413,POINT (-1.9571971 50.6086976),"Swanage, Dorset, England, United Kingdom"
2414,POINT (-98.5456116 31.2638905),"Texas, United States"
2415,POINT (35.1563041 -0.2283721),"Kipsitet Near Galaxy, Kericho-Kisumu Highway, Kaitui, Kericho, Nyanza, Kenya"
